worker_id,month,amount_eur,amount_try,exchange_rate,recipient_country
WRK-000002,2025-12,288.74,11145.32,38.5998,TR
WRK-000002,2026-01,278.83,11046.6,39.6177,TR
WRK-000002,2026-02,337.74,13025.57,38.5669,TR
WRK-000003,2024-09,476.42,18667.95,39.1838,TR
WRK-000003,2024-10,356.73,13391.96,37.5409,TR
WRK-000003,2024-11,382.95,14861.18,38.8071,TR
WRK-000003,2024-12,347.74,13643.77,39.2356,TR
WRK-000003,2025-01,430.95,16763.59,38.8992,TR
WRK-000003,2025-02,370.64,14012.04,37.805,TR
WRK-000003,2025-03,382.66,14506.86,37.9106,TR
WRK-000003,2025-04,490.36,19275.02,39.3079,TR
WRK-000003,2025-05,413.06,15821.17,38.3024,TR
WRK-000003,2025-06,438.92,16588.61,37.7941,TR
WRK-000003,2025-07,440.21,16942.37,38.487,TR
WRK-000003,2025-08,387.14,15044.45,38.8605,TR
WRK-000003,2025-09,330.98,12934.61,39.0797,TR
WRK-000003,2025-10,430.3,16175.5,37.5912,TR
WRK-000003,2025-11,409.21,15448.21,37.7513,TR
WRK-000003,2025-12,473.05,18232.05,38.5415,TR
WRK-000003,2026-01,352.53,13368.17,37.9206,TR
WRK-000003,2026-02,444.96,17086.21,38.3994,TR
WRK-000004,2024-08,766.98,29213.9,38.0895,TR
WRK-000004,2024-09,720.88,28477.63,39.504,TR
WRK-000004,2024-10,693.0,26601.74,38.3864,TR
WRK-000004,2024-11,786.46,30405.61,38.6614,TR
WRK-000004,2024-12,737.33,28108.55,38.1221,TR
WRK-000004,2025-01,684.01,26057.9,38.0958,TR
WRK-000004,2025-02,727.9,27780.05,38.1646,TR
WRK-000004,2025-03,706.72,26849.01,37.991,TR
WRK-000004,2025-04,748.08,29457.93,39.378,TR
WRK-000004,2025-05,761.46,29345.46,38.5384,TR
WRK-000004,2025-06,653.94,24785.98,37.9025,TR
WRK-000004,2025-07,718.94,27770.82,38.6275,TR
WRK-000004,2025-08,668.94,25717.25,38.4448,TR
WRK-000004,2025-09,714.88,27437.3,38.3803,TR
WRK-000004,2025-10,559.01,21256.18,38.0247,TR
WRK-000004,2025-11,658.36,24956.48,37.907,TR
WRK-000004,2025-12,780.67,29819.59,38.1974,TR
WRK-000004,2026-01,736.08,28073.41,38.1391,TR
WRK-000004,2026-02,890.35,34382.11,38.6164,TR
WRK-000005,2024-09,206.67,7838.59,37.928,TR
WRK-000005,2024-10,195.87,7664.31,39.1296,TR
WRK-000005,2024-11,228.13,8954.24,39.2506,TR
WRK-000005,2024-12,181.68,7149.7,39.3532,TR
WRK-000005,2025-01,202.09,7572.36,37.4702,TR
WRK-000005,2025-02,220.27,8542.79,38.7833,TR
WRK-000005,2025-03,201.69,7738.06,38.3661,TR
WRK-000005,2025-04,176.99,6718.88,37.9619,TR
WRK-000005,2025-05,159.93,6078.99,38.0103,TR
WRK-000005,2025-06,192.0,7385.22,38.4647,TR
WRK-000005,2025-07,161.09,6250.35,38.8004,TR
WRK-000005,2025-08,191.73,7474.52,38.9846,TR
WRK-000005,2025-09,194.97,7287.31,37.3766,TR
WRK-000005,2025-10,211.56,8010.52,37.8641,TR
WRK-000005,2025-11,227.61,8559.75,37.6071,TR
WRK-000005,2025-12,207.72,8068.1,38.8412,TR
WRK-000005,2026-01,176.47,6970.46,39.4994,TR
WRK-000005,2026-02,195.24,7609.38,38.9745,TR
WRK-000006,2024-03,983.16,38913.14,39.5797,TR
WRK-000006,2024-04,749.61,29501.36,39.3556,TR
WRK-000006,2024-05,829.63,31880.06,38.4268,TR
WRK-000006,2024-06,748.01,29237.53,39.0871,TR
WRK-000006,2024-07,750.64,29205.38,38.9073,TR
WRK-000006,2024-08,808.16,30922.64,38.263,TR
WRK-000006,2024-09,801.7,30971.59,38.6324,TR
WRK-000006,2024-10,775.71,29675.92,38.2565,TR
WRK-000006,2024-11,807.17,30374.2,37.6305,TR
WRK-000006,2024-12,800.49,31279.32,39.0752,TR
WRK-000006,2025-01,741.08,28327.91,38.2252,TR
WRK-000006,2025-02,859.76,32845.5,38.2031,TR
WRK-000006,2025-03,846.97,32552.54,38.4341,TR
WRK-000006,2025-04,896.15,35419.18,39.5237,TR
WRK-000006,2025-05,875.53,33930.54,38.7543,TR
WRK-000006,2025-06,943.9,36635.39,38.8128,TR
WRK-000006,2025-07,868.56,33843.0,38.9645,TR
WRK-000006,2025-08,906.9,34112.61,37.6145,TR
WRK-000006,2025-09,780.09,29199.52,37.431,TR
WRK-000006,2025-10,960.25,36118.11,37.6132,TR
WRK-000006,2025-11,849.05,32762.07,38.5867,TR
WRK-000006,2025-12,858.22,32785.75,38.202,TR
WRK-000006,2026-01,994.94,38756.77,38.9539,TR
WRK-000006,2026-02,810.05,31350.36,38.7018,TR
WRK-000007,2024-09,273.91,10550.23,38.5171,TR
WRK-000007,2024-10,306.11,11772.64,38.4589,TR
WRK-000007,2024-11,367.3,14013.88,38.1538,TR
WRK-000007,2024-12,369.53,13898.17,37.6104,TR
WRK-000007,2025-01,296.53,11228.83,37.8674,TR
WRK-000007,2025-02,337.21,13030.07,38.6408,TR
WRK-000007,2025-03,402.36,15604.0,38.7812,TR
WRK-000007,2025-04,409.69,15826.76,38.6311,TR
WRK-000007,2025-05,413.47,16069.34,38.8646,TR
WRK-000007,2025-06,385.7,14429.76,37.4119,TR
WRK-000007,2025-07,353.41,13820.51,39.1062,TR
WRK-000007,2025-08,397.76,15176.88,38.1559,TR
WRK-000007,2025-09,338.75,12762.71,37.6759,TR
WRK-000007,2025-10,370.91,13911.25,37.5057,TR
WRK-000007,2025-11,395.4,15653.84,39.5899,TR
WRK-000007,2025-12,303.52,11706.89,38.5704,TR
WRK-000007,2026-01,336.83,12931.89,38.3929,TR
WRK-000007,2026-02,300.34,11432.41,38.0649,TR
WRK-000008,2024-04,914.46,34854.7,38.1151,TR
WRK-000008,2024-05,859.59,32382.22,37.6717,TR
WRK-000008,2024-06,751.33,29737.93,39.5804,TR
WRK-000008,2024-07,866.58,33147.05,38.2504,TR
WRK-000008,2024-08,844.07,33350.71,39.5118,TR
WRK-000008,2024-09,799.53,30554.14,38.2151,TR
WRK-000008,2024-10,867.66,34032.62,39.2235,TR
WRK-000008,2024-11,855.53,33588.02,39.2599,TR
WRK-000008,2024-12,868.44,33806.9,38.9283,TR
WRK-000008,2025-01,842.3,32712.67,38.8373,TR
WRK-000008,2025-02,841.5,32129.16,38.1808,TR
WRK-000008,2025-03,814.03,30738.92,37.7614,TR
WRK-000008,2025-04,860.02,34000.13,39.5341,TR
WRK-000008,2025-05,838.18,31740.46,37.8683,TR
WRK-000008,2025-06,721.75,27082.41,37.5233,TR
WRK-000008,2025-07,878.43,33010.2,37.5786,TR
WRK-000008,2025-08,824.1,32365.81,39.2741,TR
WRK-000008,2025-09,927.94,34734.83,37.4322,TR
WRK-000008,2025-10,854.91,33439.95,39.1152,TR
WRK-000008,2025-11,704.89,26937.53,38.2152,TR
WRK-000008,2025-12,664.93,26108.75,39.2654,TR
WRK-000008,2026-01,911.09,35727.38,39.2139,TR
WRK-000008,2026-02,767.22,29427.51,38.356,TR
WRK-000009,2024-05,213.01,8166.74,38.3397,TR
WRK-000009,2024-06,227.29,8582.89,37.7619,TR
WRK-000009,2024-07,219.28,8240.98,37.582,TR
WRK-000009,2024-08,216.92,8249.02,38.0279,TR
WRK-000009,2024-09,232.57,9070.88,39.0028,TR
WRK-000009,2024-10,213.6,8195.92,38.3704,TR
WRK-000009,2024-11,263.09,10266.81,39.0239,TR
WRK-000009,2024-12,314.16,12178.51,38.7653,TR
WRK-000009,2025-01,277.45,10771.21,38.8222,TR
WRK-000009,2025-02,292.3,10954.67,37.4775,TR
WRK-000009,2025-03,259.75,9944.1,38.2833,TR
WRK-000009,2025-04,232.57,9088.2,39.0773,TR
WRK-000009,2025-05,222.67,8331.63,37.4169,TR
WRK-000009,2025-06,241.86,9411.11,38.9114,TR
WRK-000009,2025-07,188.81,7106.16,37.6366,TR
WRK-000009,2025-08,166.89,6481.23,38.8353,TR
WRK-000009,2025-09,136.62,5401.72,39.5383,TR
WRK-000009,2025-10,134.88,5084.9,37.6994,TR
WRK-000009,2025-11,179.41,6853.81,38.2019,TR
WRK-000009,2025-12,216.67,8130.02,37.5226,TR
WRK-000009,2026-01,222.93,8514.29,38.1927,TR
WRK-000009,2026-02,237.18,9010.18,37.9888,TR
WRK-000010,2024-07,757.01,29953.98,39.5688,TR
WRK-000010,2024-08,855.24,33546.05,39.2241,TR
WRK-000010,2024-09,861.58,33610.93,39.0108,TR
WRK-000010,2024-10,660.54,24911.0,37.7131,TR
WRK-000010,2024-11,811.36,31175.16,38.4233,TR
WRK-000010,2024-12,781.63,30088.01,38.4939,TR
WRK-000010,2025-01,692.04,26472.88,38.2534,TR
WRK-000010,2025-02,840.69,31863.06,37.9011,TR
WRK-000010,2025-03,877.98,32886.85,37.4574,TR
WRK-000010,2025-04,848.02,32839.8,38.7253,TR
WRK-000010,2025-05,1012.64,39390.2,38.8985,TR
WRK-000010,2025-06,838.71,31337.47,37.3639,TR
WRK-000010,2025-07,756.58,28488.56,37.6544,TR
WRK-000010,2025-08,802.21,30636.36,38.1899,TR
WRK-000010,2025-09,869.71,32570.21,37.4495,TR
WRK-000010,2025-10,760.58,29390.94,38.6428,TR
WRK-000010,2025-11,833.41,31679.31,38.0117,TR
WRK-000010,2025-12,865.76,33232.47,38.3853,TR
WRK-000010,2026-01,879.55,34523.63,39.2515,TR
WRK-000010,2026-02,886.86,34371.6,38.7565,TR
WRK-000011,2024-04,678.42,26648.25,39.2799,TR
WRK-000011,2024-05,790.19,29575.98,37.4289,TR
WRK-000011,2024-06,740.05,28984.2,39.1652,TR
WRK-000011,2024-07,580.06,22665.96,39.0752,TR
WRK-000011,2024-08,717.27,27266.06,38.0137,TR
WRK-000011,2024-09,613.46,23332.51,38.0343,TR
WRK-000011,2024-10,717.12,28318.88,39.4897,TR
WRK-000011,2024-11,635.63,24404.73,38.3945,TR
WRK-000011,2024-12,793.87,30608.59,38.5562,TR
WRK-000011,2025-01,860.31,32394.97,37.655,TR
WRK-000011,2025-02,781.33,29671.2,37.9753,TR
WRK-000011,2025-03,869.59,33139.1,38.1089,TR
WRK-000011,2025-04,839.24,32598.21,38.8425,TR
WRK-000011,2025-05,898.81,33595.3,37.3775,TR
WRK-000011,2025-06,756.14,28753.36,38.0265,TR
WRK-000011,2025-07,834.29,31528.82,37.7912,TR
WRK-000011,2025-08,786.45,30530.35,38.8205,TR
WRK-000011,2025-09,767.18,29408.31,38.333,TR
WRK-000011,2025-10,721.87,27626.63,38.2709,TR
WRK-000011,2025-11,651.07,25790.64,39.6127,TR
WRK-000011,2025-12,743.25,29363.4,39.5068,TR
WRK-000011,2026-01,705.02,26953.66,38.2311,TR
WRK-000011,2026-02,859.63,32633.07,37.9618,TR
WRK-000012,2024-05,250.66,9733.39,38.8311,TR
WRK-000012,2024-06,243.28,9380.03,38.5565,TR
WRK-000012,2024-07,258.56,9899.77,38.2881,TR
WRK-000012,2024-08,206.59,7802.85,37.7698,TR
WRK-000012,2024-09,217.59,8247.02,37.9016,TR
WRK-000012,2024-10,216.89,8529.4,39.3259,TR
WRK-000012,2024-11,202.85,7792.4,38.4146,TR
WRK-000012,2024-12,206.13,7894.43,38.2983,TR
WRK-000012,2025-01,253.84,9790.43,38.5693,TR
WRK-000012,2025-02,292.91,11111.26,37.934,TR
WRK-000012,2025-03,275.26,10329.86,37.5277,TR
WRK-000012,2025-04,270.87,10347.83,38.2022,TR
WRK-000012,2025-05,256.57,10073.18,39.2609,TR
WRK-000012,2025-06,198.78,7596.63,38.2163,TR
WRK-000012,2025-07,294.8,11036.24,37.4364,TR
WRK-000012,2025-08,228.02,8939.24,39.2037,TR
WRK-000012,2025-09,271.8,10571.95,38.8961,TR
WRK-000012,2025-10,252.6,9555.24,37.8275,TR
WRK-000012,2025-11,285.84,10874.89,38.0454,TR
WRK-000012,2025-12,277.85,10512.25,37.8343,TR
WRK-000012,2026-01,213.1,8323.22,39.0578,TR
WRK-000012,2026-02,222.71,8705.18,39.0875,TR
WRK-000013,2024-09,615.64,24266.05,39.416,TR
WRK-000013,2024-10,655.59,25627.31,39.0905,TR
WRK-000013,2024-11,628.68,24913.57,39.6284,TR
WRK-000013,2024-12,684.56,26356.81,38.5018,TR
WRK-000013,2025-01,777.66,29138.17,37.469,TR
WRK-000013,2025-02,610.51,23982.26,39.2823,TR
WRK-000013,2025-03,628.84,24601.1,39.1214,TR
WRK-000013,2025-04,770.82,29492.64,38.2614,TR
WRK-000013,2025-05,714.38,26727.41,37.4134,TR
WRK-000013,2025-06,611.77,24249.26,39.6379,TR
WRK-000013,2025-07,679.48,25933.66,38.1669,TR
WRK-000013,2025-08,768.73,29475.08,38.3426,TR
WRK-000013,2025-09,672.14,26126.86,38.8712,TR
WRK-000013,2025-10,568.61,22047.29,38.774,TR
WRK-000013,2025-11,728.46,28404.32,38.9923,TR
WRK-000013,2025-12,548.29,20671.22,37.7013,TR
WRK-000013,2026-01,697.06,27052.42,38.8093,TR
WRK-000013,2026-02,700.46,26671.08,38.0765,TR
WRK-000014,2024-06,801.05,31453.5,39.2653,TR
WRK-000014,2024-07,848.22,32359.29,38.1496,TR
WRK-000014,2024-08,822.2,32194.61,39.1567,TR
WRK-000014,2024-09,925.72,35315.82,38.1496,TR
WRK-000014,2024-10,798.89,31166.94,39.0128,TR
WRK-000014,2024-11,933.08,34990.66,37.5002,TR
WRK-000014,2024-12,743.69,28994.17,38.9869,TR
WRK-000014,2025-01,774.56,29539.79,38.1375,TR
WRK-000014,2025-02,705.6,27654.66,39.1931,TR
WRK-000014,2025-03,969.62,37869.02,39.0555,TR
WRK-000014,2025-04,787.82,30425.54,38.6199,TR
WRK-000014,2025-05,729.06,27944.81,38.3299,TR
WRK-000014,2025-06,932.98,36561.45,39.1878,TR
WRK-000014,2025-07,888.33,33557.16,37.7756,TR
WRK-000014,2025-08,887.2,33943.2,38.2588,TR
WRK-000014,2025-09,932.96,36744.59,39.385,TR
WRK-000014,2025-10,980.82,37601.96,38.3373,TR
WRK-000014,2025-11,801.17,30317.22,37.8412,TR
WRK-000014,2025-12,902.3,35163.25,38.9707,TR
WRK-000014,2026-01,923.55,35721.69,38.6787,TR
WRK-000014,2026-02,974.62,37605.92,38.5852,TR
WRK-000015,2024-05,439.32,16621.4,37.8344,TR
WRK-000015,2024-06,420.75,16518.0,39.2585,TR
WRK-000015,2024-07,436.92,16900.08,38.68,TR
WRK-000015,2024-08,457.93,17614.8,38.4661,TR
WRK-000015,2024-09,441.74,17193.27,38.9217,TR
WRK-000015,2024-10,384.9,14462.62,37.575,TR
WRK-000015,2024-11,482.68,18538.11,38.4066,TR
WRK-000015,2024-12,394.2,15502.38,39.3262,TR
WRK-000015,2025-01,425.96,15908.14,37.3466,TR
WRK-000015,2025-02,497.29,18803.71,37.8124,TR
WRK-000015,2025-03,508.27,19136.22,37.6497,TR
WRK-000015,2025-04,525.86,19831.36,37.7122,TR
WRK-000015,2025-05,551.33,20938.4,37.978,TR
WRK-000015,2025-06,544.23,20639.05,37.9234,TR
WRK-000015,2025-07,509.68,20098.1,39.4328,TR
WRK-000015,2025-08,467.23,17876.48,38.2605,TR
WRK-000015,2025-09,434.49,16928.04,38.9607,TR
WRK-000015,2025-10,460.26,17885.32,38.8592,TR
WRK-000015,2025-11,517.61,19331.44,37.3475,TR
WRK-000015,2025-12,504.04,18977.88,37.6515,TR
WRK-000015,2026-01,479.35,18654.27,38.9158,TR
WRK-000015,2026-02,431.25,16797.98,38.9518,TR
WRK-000016,2024-03,640.08,24656.13,38.5204,TR
WRK-000016,2024-04,556.21,21880.39,39.3384,TR
WRK-000016,2024-05,564.08,21680.29,38.4348,TR
WRK-000016,2024-06,571.59,21544.2,37.6917,TR
WRK-000016,2024-07,740.53,29121.93,39.3258,TR
WRK-000016,2024-08,682.11,26913.48,39.4562,TR
WRK-000016,2024-09,795.64,30483.95,38.3137,TR
WRK-000016,2024-10,623.64,23889.5,38.3066,TR
WRK-000016,2024-11,679.35,25796.01,37.9716,TR
WRK-000016,2024-12,499.15,19070.62,38.2062,TR
WRK-000016,2025-01,518.31,20436.18,39.4285,TR
WRK-000016,2025-02,490.36,19223.59,39.203,TR
WRK-000016,2025-03,630.63,24940.74,39.5489,TR
WRK-000016,2025-04,477.54,18346.78,38.4194,TR
WRK-000016,2025-05,464.28,18244.62,39.2966,TR
WRK-000016,2025-06,517.27,19978.33,38.6226,TR
WRK-000016,2025-07,474.18,17928.06,37.8086,TR
WRK-000016,2025-08,634.67,24147.31,38.047,TR
WRK-000016,2025-09,675.55,25952.38,38.4167,TR
WRK-000016,2025-10,596.56,22958.41,38.4847,TR
WRK-000016,2025-11,665.05,25136.51,37.7964,TR
WRK-000016,2025-12,660.99,25845.84,39.1017,TR
WRK-000016,2026-01,625.67,23374.86,37.3597,TR
WRK-000016,2026-02,644.33,24409.3,37.8832,TR
WRK-000017,2024-03,261.91,10103.92,38.5778,TR
WRK-000017,2024-04,319.06,12458.53,39.0476,TR
WRK-000017,2024-05,305.67,12084.49,39.5344,TR
WRK-000017,2024-06,326.91,12950.53,39.615,TR
WRK-000017,2024-07,260.68,10298.25,39.5053,TR
WRK-000017,2024-08,379.29,14316.78,37.7463,TR
WRK-000017,2024-09,342.38,13037.69,38.0796,TR
WRK-000017,2024-10,445.22,16995.73,38.1738,TR
WRK-000017,2024-11,414.28,16144.48,38.97,TR
WRK-000017,2024-12,315.13,12181.75,38.6563,TR
WRK-000017,2025-01,305.18,12065.51,39.5357,TR
WRK-000017,2025-02,332.16,13026.33,39.217,TR
WRK-000017,2025-03,346.6,13377.83,38.5973,TR
WRK-000017,2025-04,252.44,9449.51,37.4327,TR
WRK-000017,2025-05,260.39,10086.17,38.7348,TR
WRK-000017,2025-06,276.25,10621.58,38.4492,TR
WRK-000017,2025-07,290.03,11242.62,38.7637,TR
WRK-000017,2025-08,317.33,12100.48,38.1322,TR
WRK-000017,2025-09,272.78,10692.59,39.1986,TR
WRK-000017,2025-10,303.57,11378.59,37.4826,TR
WRK-000017,2025-11,230.29,8975.06,38.9728,TR
WRK-000017,2025-12,225.49,8478.7,37.6012,TR
WRK-000017,2026-01,244.43,9334.27,38.1879,TR
WRK-000017,2026-02,251.83,9814.44,38.9725,TR
WRK-000018,2024-07,622.82,23981.59,38.5049,TR
WRK-000018,2024-08,673.97,26415.61,39.194,TR
WRK-000018,2024-09,652.04,25284.7,38.7778,TR
WRK-000018,2024-10,533.03,20838.33,39.0941,TR
WRK-000018,2024-11,552.67,21896.17,39.6189,TR
WRK-000018,2024-12,685.07,26863.34,39.2125,TR
WRK-000018,2025-01,517.92,19848.25,38.323,TR
WRK-000018,2025-02,684.77,26261.45,38.3508,TR
WRK-000018,2025-03,702.21,27241.46,38.7939,TR
WRK-000018,2025-04,688.06,26105.49,37.9407,TR
WRK-000018,2025-05,722.47,28506.31,39.4567,TR
WRK-000018,2025-06,588.02,22486.77,38.2415,TR
WRK-000018,2025-07,663.99,25296.93,38.0984,TR
WRK-000018,2025-08,621.61,23871.9,38.4033,TR
WRK-000018,2025-09,756.74,29635.4,39.1619,TR
WRK-000018,2025-10,666.86,25708.87,38.5521,TR
WRK-000018,2025-11,633.93,24281.02,38.3024,TR
WRK-000018,2025-12,603.25,23347.66,38.7031,TR
WRK-000018,2026-01,738.54,29183.84,39.5156,TR
WRK-000018,2026-02,786.12,30379.45,38.6448,TR
WRK-000019,2024-09,596.29,22474.97,37.6913,TR
WRK-000019,2024-10,624.34,24613.53,39.4233,TR
WRK-000019,2024-11,577.25,22627.31,39.1985,TR
WRK-000019,2024-12,554.32,21546.88,38.8708,TR
WRK-000019,2025-01,623.22,24312.54,39.0112,TR
WRK-000019,2025-02,688.37,27293.29,39.6492,TR
WRK-000019,2025-03,600.16,22993.26,38.3119,TR
WRK-000019,2025-04,611.73,22894.97,37.4266,TR
WRK-000019,2025-05,657.82,25435.54,38.6664,TR
WRK-000019,2025-06,602.75,23521.31,39.0233,TR
WRK-000019,2025-07,568.5,21932.73,38.58,TR
WRK-000019,2025-08,669.31,26396.97,39.4391,TR
WRK-000019,2025-09,648.82,24990.53,38.5169,TR
WRK-000019,2025-10,685.44,26928.8,39.2869,TR
WRK-000019,2025-11,776.54,29324.81,37.7634,TR
WRK-000019,2025-12,569.21,21425.38,37.6406,TR
WRK-000019,2026-01,691.27,27106.27,39.2123,TR
WRK-000019,2026-02,748.36,28263.98,37.7679,TR
WRK-000020,2024-04,517.88,19694.36,38.0288,TR
WRK-000020,2024-05,447.1,16800.03,37.5756,TR
WRK-000020,2024-06,412.4,15438.65,37.4361,TR
WRK-000020,2024-07,454.62,17819.6,39.1967,TR
WRK-000020,2024-08,455.86,17801.8,39.051,TR
WRK-000020,2024-09,423.27,16548.35,39.0965,TR
WRK-000020,2024-10,415.9,16350.33,39.3131,TR
WRK-000020,2024-11,502.71,18971.71,37.7389,TR
WRK-000020,2024-12,450.05,17262.17,38.3561,TR
WRK-000020,2025-01,482.81,19010.3,39.3743,TR
WRK-000020,2025-02,431.04,16908.65,39.2276,TR
WRK-000020,2025-03,441.88,16911.1,38.2708,TR
WRK-000020,2025-04,566.88,21526.1,37.9729,TR
WRK-000020,2025-05,480.18,18875.9,39.3101,TR
WRK-000020,2025-06,528.94,20546.06,38.8438,TR
WRK-000020,2025-07,535.12,20123.81,37.6062,TR
WRK-000020,2025-08,556.09,20842.52,37.4805,TR
WRK-000020,2025-09,592.24,22335.27,37.7132,TR
WRK-000020,2025-10,505.59,19571.2,38.7096,TR
WRK-000020,2025-11,568.16,22108.29,38.9121,TR
WRK-000020,2025-12,475.12,18160.14,38.2222,TR
WRK-000020,2026-01,515.59,19289.03,37.4116,TR
WRK-000020,2026-02,569.22,22360.11,39.282,TR
WRK-000021,2024-04,483.85,18312.3,37.8471,TR
WRK-000021,2024-05,394.43,15380.89,38.9952,TR
WRK-000021,2024-06,471.57,18614.26,39.473,TR
WRK-000021,2024-07,433.8,16912.13,38.986,TR
WRK-000021,2024-08,629.09,23751.76,37.7557,TR
WRK-000021,2024-09,599.74,23279.62,38.8162,TR
WRK-000021,2024-10,616.69,24114.05,39.1024,TR
WRK-000021,2024-11,647.33,25046.03,38.6913,TR
WRK-000021,2024-12,689.62,26885.1,38.9854,TR
WRK-000021,2025-01,645.73,25448.11,39.4098,TR
WRK-000021,2025-02,586.81,23103.87,39.372,TR
WRK-000021,2025-03,531.74,19873.52,37.3745,TR
WRK-000021,2025-04,431.2,16482.54,38.2248,TR
WRK-000021,2025-05,386.18,14472.39,37.4758,TR
WRK-000021,2025-06,495.57,19406.31,39.1596,TR
WRK-000021,2025-07,678.87,26424.09,38.9236,TR
WRK-000021,2025-08,458.71,17196.26,37.4883,TR
WRK-000021,2025-09,576.15,21787.83,37.8162,TR
WRK-000021,2025-10,419.16,16000.83,38.1736,TR
WRK-000021,2025-11,438.04,16982.03,38.7682,TR
WRK-000021,2025-12,570.32,22038.85,38.643,TR
WRK-000021,2026-01,495.63,19250.19,38.8398,TR
WRK-000021,2026-02,477.01,18376.92,38.5252,TR
WRK-000022,2024-08,676.66,25318.04,37.4162,TR
WRK-000022,2024-09,575.84,21797.21,37.8529,TR
WRK-000022,2024-10,768.23,30103.51,39.1855,TR
WRK-000022,2024-11,787.9,29961.0,38.0264,TR
WRK-000022,2024-12,804.28,30589.59,38.0335,TR
WRK-000022,2025-01,843.42,33378.34,39.575,TR
WRK-000022,2025-02,771.24,29956.31,38.8417,TR
WRK-000022,2025-03,837.47,31296.89,37.3708,TR
WRK-000022,2025-04,687.29,25891.3,37.6716,TR
WRK-000022,2025-05,542.92,20993.62,38.668,TR
WRK-000022,2025-06,566.08,21856.23,38.6098,TR
WRK-000022,2025-07,542.74,20531.97,37.8302,TR
WRK-000022,2025-08,663.1,25875.43,39.0219,TR
WRK-000022,2025-09,577.9,22790.64,39.437,TR
WRK-000022,2025-10,704.7,26548.92,37.6741,TR
WRK-000022,2025-11,588.13,22801.8,38.77,TR
WRK-000022,2025-12,599.85,22560.23,37.6098,TR
WRK-000022,2026-01,727.82,28134.21,38.6554,TR
WRK-000022,2026-02,614.53,24015.77,39.0799,TR
WRK-000023,2024-03,433.92,16347.79,37.6747,TR
WRK-000023,2024-04,499.52,19540.17,39.1179,TR
WRK-000023,2024-05,515.61,19863.85,38.525,TR
WRK-000023,2024-06,437.48,17030.53,38.9287,TR
WRK-000023,2024-07,547.61,21205.1,38.723,TR
WRK-000023,2024-08,503.52,19243.86,38.2187,TR
WRK-000023,2024-09,497.43,18595.55,37.3833,TR
WRK-000023,2024-10,578.53,22820.45,39.4456,TR
WRK-000023,2024-11,596.37,23410.06,39.2542,TR
WRK-000023,2024-12,534.71,20187.89,37.7548,TR
WRK-000023,2025-01,597.61,23145.78,38.7306,TR
WRK-000023,2025-02,510.09,19675.5,38.5726,TR
WRK-000023,2025-03,585.18,21979.52,37.5603,TR
WRK-000023,2025-04,563.92,22234.57,39.4286,TR
WRK-000023,2025-05,515.44,19250.54,37.3478,TR
WRK-000023,2025-06,590.39,22973.53,38.9125,TR
WRK-000023,2025-07,485.01,18584.02,38.3168,TR
WRK-000023,2025-08,558.65,21763.08,38.9566,TR
WRK-000023,2025-09,510.92,20187.86,39.5128,TR
WRK-000023,2025-10,538.37,21061.37,39.1206,TR
